original_id,original_data_type,title,L1_cluster_id,L1_cluster_title,L2_cluster_id,L2_cluster_title
5978,numeric,Numeric: ID 5978,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
5979,numeric,Numeric: ID 5979,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
5980,numeric,Numeric: ID 5980,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
5981,numeric,Numeric: ID 5981,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
5982,numeric,Numeric: ID 5982,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
5983,numeric,Numeric: ID 5983,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
5984,numeric,Numeric: ID 5984,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
5985,numeric,Numeric: ID 5985,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
5986,numeric,Numeric: ID 5986,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
5987,numeric,Numeric: ID 5987,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
5988,numeric,Numeric: ID 5988,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
5989,numeric,Numeric: ID 5989,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
5990,numeric,Numeric: ID 5990,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
5991,numeric,Numeric: ID 5991,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
5992,numeric,Numeric: ID 5992,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
5993,numeric,Numeric: ID 5993,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
5994,numeric,Numeric: ID 5994,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
5995,numeric,Numeric: ID 5995,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
5996,numeric,Numeric: ID 5996,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
5997,numeric,Numeric: ID 5997,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
5998,numeric,Numeric: ID 5998,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
5999,numeric,Numeric: ID 5999,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6000,numeric,Numeric: ID 6000,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6001,numeric,Numeric: ID 6001,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6002,numeric,Numeric: ID 6002,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6003,numeric,Numeric: ID 6003,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6004,numeric,Numeric: ID 6004,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6005,numeric,Numeric: ID 6005,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6006,numeric,Numeric: ID 6006,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6007,numeric,Numeric: ID 6007,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6008,numeric,Numeric: ID 6008,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6009,numeric,Numeric: ID 6009,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6010,numeric,Numeric: ID 6010,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6011,numeric,Numeric: ID 6011,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6012,numeric,Numeric: ID 6012,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6013,numeric,Numeric: ID 6013,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6014,numeric,Numeric: ID 6014,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6015,numeric,Numeric: ID 6015,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6016,numeric,Numeric: ID 6016,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6017,numeric,Numeric: ID 6017,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6018,numeric,Numeric: ID 6018,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6019,numeric,Numeric: ID 6019,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6020,numeric,Numeric: ID 6020,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6021,numeric,Numeric: ID 6021,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6022,numeric,Numeric: ID 6022,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6023,numeric,Numeric: ID 6023,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6024,numeric,Numeric: ID 6024,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6025,numeric,Numeric: ID 6025,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6026,numeric,Numeric: ID 6026,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6027,numeric,Numeric: ID 6027,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6028,numeric,Numeric: ID 6028,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6029,numeric,Numeric: ID 6029,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6030,numeric,Numeric: ID 6030,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6031,numeric,Numeric: ID 6031,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6032,numeric,Numeric: ID 6032,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6033,numeric,Numeric: ID 6033,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6034,numeric,Numeric: ID 6034,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6035,numeric,Numeric: ID 6035,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6036,numeric,Numeric: ID 6036,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6037,numeric,Numeric: ID 6037,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6038,numeric,Numeric: ID 6038,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6039,numeric,Numeric: ID 6039,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6040,numeric,Numeric: ID 6040,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6041,numeric,Numeric: ID 6041,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6042,numeric,Numeric: ID 6042,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6043,numeric,Numeric: ID 6043,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6044,numeric,Numeric: ID 6044,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6045,numeric,Numeric: ID 6045,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6046,numeric,Numeric: ID 6046,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6047,numeric,Numeric: ID 6047,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6048,numeric,Numeric: ID 6048,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6049,numeric,Numeric: ID 6049,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6050,numeric,Numeric: ID 6050,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6051,numeric,Numeric: ID 6051,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6052,numeric,Numeric: ID 6052,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6053,numeric,Numeric: ID 6053,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6054,numeric,Numeric: ID 6054,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6055,numeric,Numeric: ID 6055,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6056,numeric,Numeric: ID 6056,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6057,numeric,Numeric: ID 6057,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6058,numeric,Numeric: ID 6058,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6059,numeric,Numeric: ID 6059,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6060,numeric,Numeric: ID 6060,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6061,numeric,Numeric: ID 6061,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6062,numeric,Numeric: ID 6062,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6063,numeric,Numeric: ID 6063,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6064,numeric,Numeric: ID 6064,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6065,numeric,Numeric: ID 6065,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6066,numeric,Numeric: ID 6066,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6067,numeric,Numeric: ID 6067,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6068,numeric,Numeric: ID 6068,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6069,numeric,Numeric: ID 6069,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6070,numeric,Numeric: ID 6070,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6071,numeric,Numeric: ID 6071,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6072,numeric,Numeric: ID 6072,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6073,numeric,Numeric: ID 6073,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6074,numeric,Numeric: ID 6074,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6075,numeric,Numeric: ID 6075,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6076,numeric,Numeric: ID 6076,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6077,numeric,Numeric: ID 6077,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6078,numeric,Numeric: ID 6078,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6079,numeric,Numeric: ID 6079,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6080,numeric,Numeric: ID 6080,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6081,numeric,Numeric: ID 6081,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6082,numeric,Numeric: ID 6082,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6083,numeric,Numeric: ID 6083,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6084,numeric,Numeric: ID 6084,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6085,numeric,Numeric: ID 6085,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6086,numeric,Numeric: ID 6086,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6087,numeric,Numeric: ID 6087,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6088,numeric,Numeric: ID 6088,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6089,numeric,Numeric: ID 6089,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6090,numeric,Numeric: ID 6090,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6091,numeric,Numeric: ID 6091,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6092,numeric,Numeric: ID 6092,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6093,numeric,Numeric: ID 6093,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6094,numeric,Numeric: ID 6094,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6095,numeric,Numeric: ID 6095,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6096,numeric,Numeric: ID 6096,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6097,numeric,Numeric: ID 6097,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6098,numeric,Numeric: ID 6098,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6099,numeric,Numeric: ID 6099,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6100,numeric,Numeric: ID 6100,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6101,numeric,Numeric: ID 6101,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6102,numeric,Numeric: ID 6102,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6103,numeric,Numeric: ID 6103,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6104,numeric,Numeric: ID 6104,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6105,numeric,Numeric: ID 6105,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6106,numeric,Numeric: ID 6106,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6107,numeric,Numeric: ID 6107,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6108,numeric,Numeric: ID 6108,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6109,numeric,Numeric: ID 6109,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6110,numeric,Numeric: ID 6110,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6111,numeric,Numeric: ID 6111,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6112,numeric,Numeric: ID 6112,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6113,numeric,Numeric: ID 6113,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6114,numeric,Numeric: ID 6114,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6115,numeric,Numeric: ID 6115,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6116,numeric,Numeric: ID 6116,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6117,numeric,Numeric: ID 6117,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6118,numeric,Numeric: ID 6118,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6119,numeric,Numeric: ID 6119,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6120,numeric,Numeric: ID 6120,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6121,numeric,Numeric: ID 6121,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6122,numeric,Numeric: ID 6122,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6123,numeric,Numeric: ID 6123,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6124,numeric,Numeric: ID 6124,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6125,numeric,Numeric: ID 6125,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6126,numeric,Numeric: ID 6126,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6127,numeric,Numeric: ID 6127,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6128,numeric,Numeric: ID 6128,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6129,numeric,Numeric: ID 6129,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6130,numeric,Numeric: ID 6130,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6131,numeric,Numeric: ID 6131,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6132,numeric,Numeric: ID 6132,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6133,numeric,Numeric: ID 6133,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6134,numeric,Numeric: ID 6134,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6135,numeric,Numeric: ID 6135,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6136,numeric,Numeric: ID 6136,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6137,numeric,Numeric: ID 6137,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6138,numeric,Numeric: ID 6138,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6139,numeric,Numeric: ID 6139,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6140,numeric,Numeric: ID 6140,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6141,numeric,Numeric: ID 6141,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6142,numeric,Numeric: ID 6142,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6143,numeric,Numeric: ID 6143,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6144,numeric,Numeric: ID 6144,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6145,numeric,Numeric: ID 6145,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6146,numeric,Numeric: ID 6146,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6147,numeric,Numeric: ID 6147,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6148,numeric,Numeric: ID 6148,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6149,numeric,Numeric: ID 6149,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6150,numeric,Numeric: ID 6150,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6151,numeric,Numeric: ID 6151,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6152,numeric,Numeric: ID 6152,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6153,numeric,Numeric: ID 6153,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6154,numeric,Numeric: ID 6154,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6155,numeric,Numeric: ID 6155,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6156,numeric,Numeric: ID 6156,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6157,numeric,Numeric: ID 6157,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6158,numeric,Numeric: ID 6158,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6159,numeric,Numeric: ID 6159,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6160,numeric,Numeric: ID 6160,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6161,numeric,Numeric: ID 6161,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6162,numeric,Numeric: ID 6162,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6163,numeric,Numeric: ID 6163,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6164,numeric,Numeric: ID 6164,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6165,numeric,Numeric: ID 6165,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
6166,numeric,Numeric: ID 6166,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6167,numeric,Numeric: ID 6167,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6168,numeric,Numeric: ID 6168,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6169,numeric,Numeric: ID 6169,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6170,numeric,Numeric: ID 6170,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6171,numeric,Numeric: ID 6171,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6172,numeric,Numeric: ID 6172,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6173,numeric,Numeric: ID 6173,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6174,numeric,Numeric: ID 6174,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6175,numeric,Numeric: ID 6175,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6176,numeric,Numeric: ID 6176,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6177,numeric,Numeric: ID 6177,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6178,numeric,Numeric: ID 6178,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6179,numeric,Numeric: ID 6179,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6180,numeric,Numeric: ID 6180,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6181,numeric,Numeric: ID 6181,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6182,numeric,Numeric: ID 6182,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6183,numeric,Numeric: ID 6183,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6184,numeric,Numeric: ID 6184,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6185,numeric,Numeric: ID 6185,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6186,numeric,Numeric: ID 6186,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6187,numeric,Numeric: ID 6187,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6188,numeric,Numeric: ID 6188,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6189,numeric,Numeric: ID 6189,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6190,numeric,Numeric: ID 6190,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6191,numeric,Numeric: ID 6191,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6192,numeric,Numeric: ID 6192,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6193,numeric,Numeric: ID 6193,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
6194,numeric,Numeric: ID 6194,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
6195,numeric,Numeric: ID 6195,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
