original_id,original_data_type,title,L1_cluster_id,L1_cluster_title,L2_cluster_id,L2_cluster_title
5311,numeric,Numeric: ID 5311,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5312,numeric,Numeric: ID 5312,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5313,numeric,Numeric: ID 5313,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5314,numeric,Numeric: ID 5314,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5315,numeric,Numeric: ID 5315,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5316,numeric,Numeric: ID 5316,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5317,numeric,Numeric: ID 5317,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5318,numeric,Numeric: ID 5318,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5319,numeric,Numeric: ID 5319,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5320,numeric,Numeric: ID 5320,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5321,numeric,Numeric: ID 5321,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5322,numeric,Numeric: ID 5322,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5323,numeric,Numeric: ID 5323,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5324,numeric,Numeric: ID 5324,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5325,numeric,Numeric: ID 5325,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5326,numeric,Numeric: ID 5326,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5327,numeric,Numeric: ID 5327,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5328,numeric,Numeric: ID 5328,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5329,numeric,Numeric: ID 5329,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5330,numeric,Numeric: ID 5330,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5331,numeric,Numeric: ID 5331,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5332,numeric,Numeric: ID 5332,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5333,numeric,Numeric: ID 5333,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5334,numeric,Numeric: ID 5334,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5335,numeric,Numeric: ID 5335,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5336,numeric,Numeric: ID 5336,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5337,numeric,Numeric: ID 5337,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5338,numeric,Numeric: ID 5338,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5339,numeric,Numeric: ID 5339,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5340,numeric,Numeric: ID 5340,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5341,numeric,Numeric: ID 5341,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5342,numeric,Numeric: ID 5342,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5343,numeric,Numeric: ID 5343,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5344,numeric,Numeric: ID 5344,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5345,numeric,Numeric: ID 5345,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5346,numeric,Numeric: ID 5346,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5347,numeric,Numeric: ID 5347,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5348,numeric,Numeric: ID 5348,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5349,numeric,Numeric: ID 5349,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5350,numeric,Numeric: ID 5350,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5351,numeric,Numeric: ID 5351,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5352,numeric,Numeric: ID 5352,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5353,numeric,Numeric: ID 5353,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5354,numeric,Numeric: ID 5354,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5355,numeric,Numeric: ID 5355,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5356,numeric,Numeric: ID 5356,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5357,numeric,Numeric: ID 5357,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5358,numeric,Numeric: ID 5358,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5359,numeric,Numeric: ID 5359,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5360,numeric,Numeric: ID 5360,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5361,numeric,Numeric: ID 5361,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5362,numeric,Numeric: ID 5362,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5363,numeric,Numeric: ID 5363,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5364,numeric,Numeric: ID 5364,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5365,numeric,Numeric: ID 5365,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5366,numeric,Numeric: ID 5366,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5367,numeric,Numeric: ID 5367,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5368,numeric,Numeric: ID 5368,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5369,numeric,Numeric: ID 5369,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5370,numeric,Numeric: ID 5370,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5371,numeric,Numeric: ID 5371,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5372,numeric,Numeric: ID 5372,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5373,numeric,Numeric: ID 5373,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5374,numeric,Numeric: ID 5374,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5375,numeric,Numeric: ID 5375,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5376,numeric,Numeric: ID 5376,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5377,numeric,Numeric: ID 5377,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5378,numeric,Numeric: ID 5378,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5379,numeric,Numeric: ID 5379,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5380,numeric,Numeric: ID 5380,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5381,numeric,Numeric: ID 5381,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5382,numeric,Numeric: ID 5382,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5383,numeric,Numeric: ID 5383,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5384,numeric,Numeric: ID 5384,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5385,numeric,Numeric: ID 5385,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5386,numeric,Numeric: ID 5386,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5387,numeric,Numeric: ID 5387,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5388,numeric,Numeric: ID 5388,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5389,numeric,Numeric: ID 5389,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5390,numeric,Numeric: ID 5390,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5391,numeric,Numeric: ID 5391,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5392,numeric,Numeric: ID 5392,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5393,numeric,Numeric: ID 5393,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5394,numeric,Numeric: ID 5394,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5395,numeric,Numeric: ID 5395,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5396,numeric,Numeric: ID 5396,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5397,numeric,Numeric: ID 5397,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5398,numeric,Numeric: ID 5398,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5399,numeric,Numeric: ID 5399,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5400,numeric,Numeric: ID 5400,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5401,numeric,Numeric: ID 5401,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5402,numeric,Numeric: ID 5402,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5403,numeric,Numeric: ID 5403,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5404,numeric,Numeric: ID 5404,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5405,numeric,Numeric: ID 5405,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5406,numeric,Numeric: ID 5406,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5407,numeric,Numeric: ID 5407,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5408,numeric,Numeric: ID 5408,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5409,numeric,Numeric: ID 5409,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5410,numeric,Numeric: ID 5410,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5411,numeric,Numeric: ID 5411,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5412,numeric,Numeric: ID 5412,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5413,numeric,Numeric: ID 5413,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5414,numeric,Numeric: ID 5414,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5415,numeric,Numeric: ID 5415,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5416,numeric,Numeric: ID 5416,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5417,numeric,Numeric: ID 5417,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5418,numeric,Numeric: ID 5418,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5419,numeric,Numeric: ID 5419,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5420,numeric,Numeric: ID 5420,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5421,numeric,Numeric: ID 5421,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5422,numeric,Numeric: ID 5422,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5423,numeric,Numeric: ID 5423,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5424,numeric,Numeric: ID 5424,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5425,numeric,Numeric: ID 5425,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5426,numeric,Numeric: ID 5426,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5427,numeric,Numeric: ID 5427,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5428,numeric,Numeric: ID 5428,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5429,numeric,Numeric: ID 5429,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5430,numeric,Numeric: ID 5430,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5431,numeric,Numeric: ID 5431,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5432,numeric,Numeric: ID 5432,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5433,numeric,Numeric: ID 5433,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5434,numeric,Numeric: ID 5434,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5435,numeric,Numeric: ID 5435,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5436,numeric,Numeric: ID 5436,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5437,numeric,Numeric: ID 5437,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5438,numeric,Numeric: ID 5438,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5439,numeric,Numeric: ID 5439,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5440,numeric,Numeric: ID 5440,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5441,numeric,Numeric: ID 5441,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5442,numeric,Numeric: ID 5442,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5443,numeric,Numeric: ID 5443,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5444,numeric,Numeric: ID 5444,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5445,numeric,Numeric: ID 5445,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5446,numeric,Numeric: ID 5446,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5447,numeric,Numeric: ID 5447,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5448,numeric,Numeric: ID 5448,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5449,numeric,Numeric: ID 5449,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5450,numeric,Numeric: ID 5450,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5451,numeric,Numeric: ID 5451,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5452,numeric,Numeric: ID 5452,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5453,numeric,Numeric: ID 5453,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5454,numeric,Numeric: ID 5454,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5455,numeric,Numeric: ID 5455,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5456,numeric,Numeric: ID 5456,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5457,numeric,Numeric: ID 5457,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5458,numeric,Numeric: ID 5458,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5459,numeric,Numeric: ID 5459,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5460,numeric,Numeric: ID 5460,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5461,numeric,Numeric: ID 5461,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5462,numeric,Numeric: ID 5462,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5463,numeric,Numeric: ID 5463,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5464,numeric,Numeric: ID 5464,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5465,numeric,Numeric: ID 5465,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5466,numeric,Numeric: ID 5466,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5467,numeric,Numeric: ID 5467,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5468,numeric,Numeric: ID 5468,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5469,numeric,Numeric: ID 5469,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5470,numeric,Numeric: ID 5470,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5471,numeric,Numeric: ID 5471,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5472,numeric,Numeric: ID 5472,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5473,numeric,Numeric: ID 5473,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5474,numeric,Numeric: ID 5474,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5475,numeric,Numeric: ID 5475,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5476,numeric,Numeric: ID 5476,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5477,numeric,Numeric: ID 5477,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5478,numeric,Numeric: ID 5478,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5479,numeric,Numeric: ID 5479,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5480,numeric,Numeric: ID 5480,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5481,numeric,Numeric: ID 5481,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5482,numeric,Numeric: ID 5482,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5483,numeric,Numeric: ID 5483,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5484,numeric,Numeric: ID 5484,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5485,numeric,Numeric: ID 5485,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5486,numeric,Numeric: ID 5486,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5487,numeric,Numeric: ID 5487,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5488,numeric,Numeric: ID 5488,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5489,numeric,Numeric: ID 5489,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5490,numeric,Numeric: ID 5490,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5491,numeric,Numeric: ID 5491,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5492,numeric,Numeric: ID 5492,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5493,numeric,Numeric: ID 5493,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5494,numeric,Numeric: ID 5494,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5495,numeric,Numeric: ID 5495,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5496,numeric,Numeric: ID 5496,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5497,numeric,Numeric: ID 5497,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5498,numeric,Numeric: ID 5498,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5499,numeric,Numeric: ID 5499,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5500,numeric,Numeric: ID 5500,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5501,numeric,Numeric: ID 5501,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5502,numeric,Numeric: ID 5502,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5503,numeric,Numeric: ID 5503,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5504,numeric,Numeric: ID 5504,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5505,numeric,Numeric: ID 5505,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5506,numeric,Numeric: ID 5506,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5507,numeric,Numeric: ID 5507,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5508,numeric,Numeric: ID 5508,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5509,numeric,Numeric: ID 5509,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5510,numeric,Numeric: ID 5510,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5511,numeric,Numeric: ID 5511,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5512,numeric,Numeric: ID 5512,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5513,numeric,Numeric: ID 5513,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5514,numeric,Numeric: ID 5514,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5515,numeric,Numeric: ID 5515,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5516,numeric,Numeric: ID 5516,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5517,numeric,Numeric: ID 5517,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5518,numeric,Numeric: ID 5518,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5519,numeric,Numeric: ID 5519,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5520,numeric,Numeric: ID 5520,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5521,numeric,Numeric: ID 5521,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5522,numeric,Numeric: ID 5522,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5523,numeric,Numeric: ID 5523,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5524,numeric,Numeric: ID 5524,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5525,numeric,Numeric: ID 5525,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5526,numeric,Numeric: ID 5526,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
